id	name	type_etablissement	nb_etablissements	funnel_stage	address	phone	linkedin_url	DUI	employees	tagline	summary	notes	next_action	created_by	created_at	updated_by	updated_at	website	industry	uses_netsoins	score_icp	city	region	country
ehpad-le-clos-des-acacias	EHPAD Le clos des acacias	Groupe		Premier contact	6 rue d'Arche de Luxe	0556628112		Inconnu	73			Groupe: Le clos des acacias | Finess: 330791054 | Lits: 73 | Hébergement min: 3 050,10  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Caudrot	Nouvelle-Aquitaine	France
residence-beausejour	Résidence Beausejour	Groupe		Premier contact	53 avenue de l'Etrade	0546363112		Inconnu	74			Groupe: Groupe Emeis | Finess: 170801401 | Lits: 74 | Hébergement min: 3 000,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Arvert	Nouvelle-Aquitaine	France
ehpad-les-platanes	EHPAD Les Platanes	Groupe		Premier contact	1 allée du Petit Prince	0387293001		Inconnu	76			Groupe: Groupe SOS Séniors | Finess: 570014639 | Lits: 76 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Stiring-Wendel	Grand Est	France
ehpad-residence-le-plateau	EHPAD Résidence Le Plateau	Groupe		Premier contact	4 rue de Atelier	0382545400		Inconnu	76			Groupe: Groupe SOS Séniors | Finess: 570024711 | Lits: 76 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Ottange	Grand Est	France
ehpad-la-salamandre	EHPAD La Salamandre	Groupe		Premier contact	9 rue des Maisons Brûlées	0351482006		Inconnu	75			Groupe: ASIMAT | Finess: 100008739 | Lits: 75 | Hébergement min: 2 553,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lusigny-sur-Barse	Grand Est	France
ehpad-les-lauriers	EHPAD Les Lauriers	Groupe		Premier contact	52 rue de Boulay	0387004030		Inconnu	72			Groupe: Groupe SOS Séniors | Finess: 570023416 | Lits: 72 | Hébergement min: 2 653,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Longeville-lès-Saint-Avold	Grand Est	France
ehpad-le-lien	EHPAD Le Lien	Groupe		Premier contact	4 rue du Champ de Mars	0325317925		Inconnu	77			Groupe: Groupe SOS Séniors | Finess: 520781766 | Lits: 77 | Hébergement min: 2 478,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Nogent	Grand Est	France
ehpad-les-geraniums	EHPAD Les Géraniums	Groupe		Premier contact	3-5 allée Georges Bedez	0325715361		Inconnu	74			Groupe: Association ARPAVIE | Finess: 100008275 | Lits: 74 | Hébergement min: 2 573,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Chapelle-Saint-Luc	Grand Est	France
ehpad-korian-le-hameau	EHPAD Korian Le Hameau	Groupe		Premier contact	Chemin de la Bichette	0553776211		Inconnu	75			Groupe: SARL Le Hameau de Prayssas | Finess: 470014515 | Lits: 75 | Hébergement min: 2 958,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Prayssas	Nouvelle-Aquitaine	France
ehpad-korian-le-mole-d-angoulins	EHPAD Korian Le Môle d'Angoulins	Groupe		Premier contact	15 route de la Douane	0546565151		Inconnu	76			Groupe: Groupe Korian | Finess: 170803886 | Lits: 76 | Hébergement min: 2 910,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Angoulins	Nouvelle-Aquitaine	France
ehpad-les-jardins-d-iroise-d-artix	EHPAD Les jardins d'Iroise d'Artix	Groupe		Premier contact	342 avenue de la 2ème Division Blindée - Rd 32	0559603105		Inconnu	77			Groupe: Les jardins d'Iroise d'Artix | Finess: 640785655 | Lits: 77 | Hébergement min: 2 865,90  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Artix	Nouvelle-Aquitaine	France
ehpad-residence-les-trois-roses	EHPAD Résidence Les Trois Roses	Groupe		Premier contact	3 rue professeur Langevin	0326510021		Inconnu	71			Groupe: Fondation Partage et Vie | Finess: 510012156 | Lits: 71 | Hébergement min: 2 597,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Épernay	Grand Est	France
maison-de-retraite-de-soultzmatt	Maison de retraite de Soultzmatt	Groupe		Premier contact	22 rue de l'Hôpital	0389470035		Inconnu	75			Groupe: Maison de retraite de Soultzmatt | Finess: 680001070 | Lits: 75 | Hébergement min: 2 449,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Soultzmatt	Grand Est	France
ehpad-les-peupliers	EHPAD Les Peupliers	Groupe		Premier contact	29 rue des Fleurs	0387845403		Inconnu	71			Groupe: Groupe SOS Séniors | Finess: 570013656 | Lits: 71 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Petite-Rosselle	Grand Est	France
ehpad-les-jardins-des-tilleuls	EHPAD Les Jardins des Tilleuls	Groupe		Premier contact	4 impasse Bouju	0546830399		Inconnu	68			Groupe: Colisée France | Finess: 170784169 | Lits: 68 | Hébergement min: 3 183,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Trizay	Nouvelle-Aquitaine	France
maison-d-accueil-du-chateau-d-ay	Maison d'accueil du Château d'Ay	Groupe		Premier contact	3 rue de la Charte	0326510251		Inconnu	75			Groupe: Vivre et devenir Villepinte Saint Michel | Finess: 510012008 | Lits: 75 | Hébergement min: 2 409,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Aÿ-Champagne	Grand Est	France
ehpad-les-mirabelliers	EHPAD Les Mirabelliers	Groupe		Premier contact	Rue du Haut Noyer	0387157515		Inconnu	64			Groupe: Groupe SOS Séniors | Finess: 570003418 | Lits: 64 | Hébergement min: 2 810,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Metz	Grand Est	France
ehpad-la-foret-hayange	EHPAD La forêt-Hayange	Groupe		Premier contact	Rue Charles Gambier	0382575700		Inconnu	70			Groupe: Groupe SOS Séniors | Finess: 570023952 | Lits: 70 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Hayange	Grand Est	France
ehpad-le-petit-chateau	EHPAD Le Petit Château	Groupe		Premier contact	32 rue du Petit Château	0389479011		Inconnu	74			Groupe: Association Mais Retr Petit Chateau | Finess: 680003076 | Lits: 74 | Hébergement min: 2 414,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Beblenheim	Grand Est	France
ehpad-residence-les-pins	EHPAD Résidence Les Pins	Groupe		Premier contact	9 rue d’Ametzondo	0559447300		Inconnu	75			Groupe: SAS Les Pins | Finess: 640795514 | Lits: 75 | Hébergement min: 2 881,80  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Pierre-d'Irube	Nouvelle-Aquitaine	France
ehpad-simon-benichou	EHPAD Simon Bénichou	Groupe		Premier contact	53 rue du général Hoche	0383914700		Inconnu	67			Groupe: Oeuvre Israelite Secours Malades | Finess: 540002656 | Lits: 67 | Hébergement min: 2 644,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Nancy	Grand Est	France
ehpad-sainte-chretienne	EHPAD Sainte-Chrétienne	Groupe		Premier contact	114 rue Saint-Pierre	0387632552		Inconnu	72			Groupe: Association Sainte-Chrétienne pour l'aide | Finess: 570013789 | Lits: 72 | Hébergement min: 2 439,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Metz	Grand Est	France
ehpad-villa-florius	EHPAD Villa Florius	Groupe		Premier contact	2 rue des Cerisiers	0546966800		Inconnu	77			Groupe: SAS BGP Alliance Floirac | Finess: 170022602 | Lits: 77 | Hébergement min: 2 793,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Floirac	Nouvelle-Aquitaine	France
ehpad-la-grand-maison	EHPAD La Grand Maison	Groupe		Premier contact	2 rue Benoit Malon	0325490088		Inconnu	73			Groupe: ASIMAT | Finess: 100007632 | Lits: 73 | Hébergement min: 2 396,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sainte-Savine	Grand Est	France
ehpad-l-abbaye	EHPAD L'Abbaye	Groupe		Premier contact	Place de l'Abbatiale	0324261123		Inconnu	75			Groupe: Maison de Retraite | Finess: 80002041 | Lits: 75 | Hébergement min: 2 329,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Mouzon	Grand Est	France
ehpad-siloe	EHPAD Siloë	Groupe		Premier contact	Rue de l'Ile des Pêcheurs	0388109310		Inconnu	70			Groupe: Association Gestion Emmaus Diaconesses | Finess: 670006519 | Lits: 70 | Hébergement min: 2 494,50  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.diaconesses.fr/maison-retraite-ehpad-strasbourg/ehpad-siloe-ostwald/	EHPAD	Inconnu	1	Ostwald	Grand Est	France
ehpad-pierre-mendes-france	EHPAD Pierre-Mendès-France	Groupe		Premier contact	44 rue du maréchal Foch	0387586302		Inconnu	75			Groupe: Association Gestion Animation MAPAD | Finess: 570012724 | Lits: 75 | Hébergement min: 2 281,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Moyeuvre-Grande	Grand Est	France
ehpad-les-tilleuls-de-jeanne	EHPAD Les tilleuls de Jeanne	Groupe		Premier contact	4 rue Monseigneur Hoch	0388292264		Inconnu	70			Groupe: Fondation Partage et Vie | Finess: 670784479 | Lits: 70 | Hébergement min: 2 439,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Strasbourg	Grand Est	France
ehpad-abrapa-finkwiller	EHPAD Abrapa Finkwiller	Groupe		Premier contact	16 rue Sainte-Elisabeth	0388247700		Inconnu	60			Groupe: Abrapa | Finess: 670010479 | Lits: 60 | Hébergement min: 2 835,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Strasbourg	Grand Est	France
residence-au-gre-du-vent	Résidence Au Gré du Vent	Groupe		Premier contact	Rue de la Piscine	0382214455		Inconnu	70			Groupe: Association Les Bruyères | Finess: 540019585 | Lits: 70 | Hébergement min: 2 428,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Joudreville	Grand Est	France
ehpad-abrapa-hoenheim	EHPAD Abrapa Hoenheim	Groupe		Premier contact	25 rue de la Grossmatt	0388197400		Inconnu	62			Groupe: Abrapa | Finess: 670010529 | Lits: 62 | Hébergement min: 2 730,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Hœnheim	Grand Est	France
ehpad-pierre-de-celle	EHPAD Pierre de Celle	Groupe		Premier contact	17 rue Gilbert Médéric	0325456890		Inconnu	66			Groupe: ASIMAT | Finess: 100002039 | Lits: 66 | Hébergement min: 2 564,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-André-les-Vergers	Grand Est	France
ehpad-les-sequoias	EHPAD Les Séquoias	Groupe		Premier contact	15 rue des Bons Enfants	0382598870		Inconnu	66			Groupe: Groupe SOS Séniors | Finess: 570022681 | Lits: 66 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Florange	Grand Est	France
ehpad-les-cerisiers	EHPAD Les Cerisiers	Groupe		Premier contact	20 rue de la Marne	0387130060		Inconnu	64			Groupe: Groupe SOS Séniors | Finess: 570003459 | Lits: 64 | Hébergement min: 2 623,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Forbach	Grand Est	France
ehpad-maison-de-retraite-du-stift	EHPAD Maison de retraite du Stift	Groupe		Premier contact	5 allée Sainte Famille	0388041010		Inconnu	74			Groupe: Maison de retraite du Stift | Finess: 670780998 | Lits: 74 | Hébergement min: 2 264,70  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Marlenheim	Grand Est	France
ehpad-les-lupins	EHPAD Les Lupins	Groupe		Premier contact	5 rue des Lupins	0387294600		Inconnu	73			Groupe: CANSSM Filiéris | Finess: 570024117 | Lits: 73 | Hébergement min: 2 261,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Creutzwald	Grand Est	France
ehpad-residence-albert-schweitzer	EHPAD Résidence Albert Schweitzer	Groupe		Premier contact	28 rue des Vergers	0387027737		Inconnu	78			Groupe: Association Albert Schweitzer | Finess: 570010009 | Lits: 78 | Hébergement min: 2 112,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rohrbach-lès-Bitche	Grand Est	France
ehpad-le-hetre-pourpre	EHPAD Le Hêtre Pourpre	Groupe		Premier contact	Place Jacques de Lorraine	0387293009		Inconnu	64			Groupe: Groupe SOS Séniors | Finess: 570014381 | Lits: 64 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Hombourg-Haut	Grand Est	France
ehpad-la-vaquiniere	EHPAD La Vaquinière	Groupe		Premier contact	39 rue Charles de Gaulle	0387386161		Inconnu	76			Groupe: Fondation Oeuvre Sociale Protestante | Finess: 570001107 | Lits: 76 | Hébergement min: 2 137,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Montigny-lès-Metz	Grand Est	France
ehpad-lataye	EHPAD Lataye	Groupe		Premier contact	4 rue Lataye	0329871281		Inconnu	78			Groupe: Maison de Retraite d'Etain | Finess: 550002224 | Lits: 78 | Hébergement min: 2 071,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Étain	Grand Est	France
maison-de-retraite-de-l-hopital-local	Maison de retraite de l'hôpital local	Groupe		Premier contact	6 rue du Moulin	0389773012		Inconnu	67			Groupe: Hôpital de Munster - Haslach | Finess: 680011335 | Lits: 67 | Hébergement min: 2 408,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Munster	Grand Est	France
ehpad-la-kissel	EHPAD La Kissel	Groupe		Premier contact	1 rue du Pesch	0382801600		Inconnu	60			Groupe: Groupe SOS Séniors | Finess: 570023572 | Lits: 60 | Hébergement min: 2 683,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Hettange-Grande	Grand Est	France
ehpad-abrapa-reichshoffen	EHPAD Abrapa Reichshoffen	Groupe		Premier contact	1 place de la Liberte	0388058999		Inconnu	70			Groupe: Abrapa | Finess: 670795525 | Lits: 70 | Hébergement min: 2 289,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Reichshoffen	Grand Est	France
ehpad-pavillon-du-soleil	EHPAD Pavillon du Soleil	Groupe		Premier contact	26 rue des Cévennes	0387131313		Inconnu	76			Groupe: Association Jacques Prévert | Finess: 570023986 | Lits: 76 | Hébergement min: 2 104,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Behren-lès-Forbach	Grand Est	France
ehapd-l-accueil-de-la-vologne	EHAPD L'Accueil de la Vologne	Groupe		Premier contact	34 rue de Lattre de Tassigny	0329514047		Inconnu	74			Groupe: Association Saint-Jean | Finess: 880780788 | Lits: 74 | Hébergement min: 2 160,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Granges-Aumontzey	Grand Est	France
ehpad-de-woerth	EHPAD de Woerth	Groupe		Premier contact	1 rue des Aulnes	0388541186		Inconnu	60			Groupe: Centre hospitalier Intercommunal de la Lauter | Finess: 670012749 | Lits: 60 | Hébergement min: 2 662,50  € | Typologie: Public		import-ehpad	2026-05-29			https://www.ch-wissembourg.fr/	EHPAD	Inconnu	1	Wœrth	Grand Est	France
ehpad-le-tournebride	EHPAD Le Tournebride	Groupe		Premier contact	Rue du faubourg Sainte-Catherine	0382577676		Inconnu	62			Groupe: Groupe SOS Séniors | Finess: 570013714 | Lits: 62 | Hébergement min: 2 563,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Hayange	Grand Est	France
ehpad-soultzerland	EHPAD Soultzerland	Groupe		Premier contact	48 rue du Docteur Deutsch	0388547966		Inconnu	62			Groupe: Fondation Partage et Vie | Finess: 670797752 | Lits: 62 | Hébergement min: 2 562,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.fondationpartageetvie.org/	EHPAD	Inconnu	1	Soultz-sous-Forêts	Grand Est	France
ehpad-du-centre-hospitalier-erstein-ville	EHPAD du Centre Hospitalier Erstein Ville	Groupe		Premier contact	8 rue Brûlée	0388646646		Inconnu	72			Groupe: Centre Hospitalier Erstein Ville | Finess: 670793710 | Lits: 72 | Hébergement min: 2 198,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Erstein	Grand Est	France
ehpad-residence-marie-d-albret	EHPAD - Résidence Marie d'Albret	Groupe		Premier contact	47 rue Emile Combes	0546961950		Inconnu	76			Groupe: Groupe Korian | Finess: 170794994 | Lits: 76 | Hébergement min: 2 808,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pons	Nouvelle-Aquitaine	France
ehpad-residence-marcadet	EHPAD Résidence Marcadet	Groupe		Premier contact	21 rue des Euvies	0324539310		Inconnu	65			Groupe: Mutualité française Champagne - Ardenne - SSAM | Finess: 80008204 | Lits: 65 | Hébergement min: 2 426,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bogny-sur-Meuse	Grand Est	France
ehpad-le-pre-du-sart	EHPAD Le pré du Sart	Groupe		Premier contact	28 rue Léon Blum	0324372242		Inconnu	65			Groupe: Mutualité Française de la Champagne-Ardenne - SSAM | Finess: 80006018 | Lits: 65 | Hébergement min: 2 408,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Charleville-Mézières	Grand Est	France
ehpad-residence-les-vosges	EHPAD Résidence Les Vosges	Groupe		Premier contact	15 rue des Vosges	0389502501		Inconnu	69			Groupe: Association Gestion Mr Residence les Vosges | Finess: 680010337 | Lits: 69 | Hébergement min: 2 252,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Wittenheim	Grand Est	France
ehpad-residence-de-la-noxe	EHPAD Résidence de la Noxe	Groupe		Premier contact	1 rue Guillemot	0325213375		Inconnu	75			Groupe: EHPAD de Villenauxe-La-Grande | Finess: 100002211 | Lits: 75 | Hébergement min: 2 069,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Villenauxe-la-Grande	Grand Est	France
ehpad-sainte-veronique	EHPAD Sainte-Veronique	Groupe		Premier contact	66 rue Général Rampont	0387030440		Inconnu	63			Groupe: Association Ste Veronique | Finess: 570002311 | Lits: 63 | Hébergement min: 2 438,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Abreschviller	Grand Est	France
ehpad-jules-scheurer	EHPAD Jules Scheurer	Groupe		Premier contact	41 rue Joffre	0389376700		Inconnu	70			Groupe: Groupe hospitalier - Région Mulhouse & Sud Alsace | Finess: 680002102 | Lits: 70 | Hébergement min: 2 183,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bitschwiller-lès-Thann	Grand Est	France
ehpad-francoise-de-sales-aviat	EHPAD Françoise de Sales Aviat	Groupe		Premier contact	11 rue Aristide Briand	0326814287		Inconnu	65			Groupe: Association Françoise de Sales Aviat | Finess: 510003866 | Lits: 65 | Hébergement min: 2 345,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sézanne	Grand Est	France
ehpad-l-atre-du-val-de-fensch	EHPAD L'Âtre du Val-de-Fensch	Groupe		Premier contact	29 rue Jean Burger	0382849898		Inconnu	65			Groupe: Association l’Âtre du Val-de-Fensch | Finess: 570012781 | Lits: 65 | Hébergement min: 2 337,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Fontoy	Grand Est	France
ehpad-la-maison-de-clervant	EHPAD La Maison de Clervant	Groupe		Premier contact	1 rue Roger Mazauric	0387642020		Inconnu	65			Groupe: Association Fondation Bompard | Finess: 570013565 | Lits: 65 | Hébergement min: 2 306,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Courcelles-Chaussy	Grand Est	France
ehpad-arc-en-barrois	EHPAD Arc-en-Barrois	Groupe		Premier contact	2 route de Langres	0325025267		Inconnu	79			Groupe: Maison de Retraite | Finess: 520780412 | Lits: 79 | Hébergement min: 1 893,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Arc-en-Barrois	Grand Est	France
ehpad-le-quatelbach	EHPAD Le Quatelbach	Groupe		Premier contact	4 rue du Quatelbach	0389369440		Inconnu	75			Groupe: Association Gestion EHPAD Le Quatelbach | Finess: 680012838 | Lits: 75 | Hébergement min: 1 992,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sausheim	Grand Est	France
maison-de-retraite-nicolas-rolan	Maison de retraite Nicolas Rolan	Groupe		Premier contact	62 rue du Barbâtre	0326771020		Inconnu	54			Groupe: Association de Gestion Jean Xxiii | Finess: 510012446 | Lits: 54 | Hébergement min: 2 765,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Reims	Grand Est	France
ehpad-bois-fleuri	EHPAD Bois Fleuri	Groupe		Premier contact	60 rue Mélanie	0388115511		Inconnu	72			Groupe: Hôpitaux universitaires de Strasbourg (HUS) | Finess: 670790104 | Lits: 72 | Hébergement min: 2 052,30  € | Typologie: Public		import-ehpad	2026-05-29			https://www.chru-strasbourg.fr/service/geriatrie-prise-charge-personne-agee/	EHPAD	Inconnu	1	Strasbourg	Grand Est	France
ehpad-justine-pernot	EHPAD Justine Pernot	Groupe		Premier contact	12 rue du Moulinot	0329950035		Inconnu	68			Groupe: Association Saint-Jean | Finess: 880001706 | Lits: 68 | Hébergement min: 2 160,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Neufchâteau	Grand Est	France
ehpad-pougny	EHPAD Pougny	Groupe		Premier contact	4 rue Pougny	0325946165		Inconnu	74			Groupe: Maison de Retraite | Finess: 520780438 | Lits: 74 | Hébergement min: 1 973,70  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Doulaincourt-Saucourt	Grand Est	France
ehpad-le-home-fleuri	EHPAD Le Home fleuri	Groupe		Premier contact	53 chemin de Pétinchamp	0329232972		Inconnu	63			Groupe: Association Gest Mais Ret Home Fleuri | Finess: 880783592 | Lits: 63 | Hébergement min: 2 315,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Étienne-lès-Remiremont	Grand Est	France
ehpad-bethesda-caroline	EHPAD Bethesda Caroline	Groupe		Premier contact	20 rue du Gal de Lattre de Tassigny	0389779250		Inconnu	73			Groupe: Association Diaconat Bethesda | Finess: 680003084 | Lits: 73 | Hébergement min: 1 994,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://diaconat-bethesda.fr/	EHPAD	Inconnu	1	Munster	Grand Est	France
ehpad-la-cote-des-charmes	EHPAD La côte des charmes	Groupe		Premier contact	Rue du Four	0325300710		Inconnu	68			Groupe: Groupe SOS Séniors | Finess: 520004565 | Lits: 68 | Hébergement min: 2 130,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Manois	Grand Est	France
ehpad-residence-hygie	EHPAD Résidence Hygie	Groupe		Premier contact	1 allée du Haut Rozin	0387381130		Inconnu	58			Groupe: Association Fondation Bompard | Finess: 570022905 | Lits: 58 | Hébergement min: 2 482,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Cuvry	Grand Est	France
ehpad-de-chatel-sur-moselle	EHPAD de Châtel-sur-Moselle	Groupe		Premier contact	2 rue des Vergers	0329679038		Inconnu	73			Groupe: Hôpital Local de Châtel-sur-Moselle | Finess: 880786314 | Lits: 73 | Hébergement min: 1 971,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châtel-sur-Moselle	Grand Est	France
ehpad-pierre-herment	EHPAD Pierre Herment	Groupe		Premier contact	Rue de l'Abbaye	0387342200		Inconnu	62			Groupe: Association 3E Age du Ban St Martin | Finess: 570013128 | Lits: 62 | Hébergement min: 2 316,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Ban-Saint-Martin	Grand Est	France
ehpad-les-alisiers	EHPAD Les Alisiers	Groupe		Premier contact	Rue Lamartine	0387139000		Inconnu	54			Groupe: Groupe SOS Séniors | Finess: 570003749 | Lits: 54 | Hébergement min: 2 653,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rouhling	Grand Est	France
ehpad-jean-francois-fidry	EHPAD Jean-François Fidry	Groupe		Premier contact	26 rue Roland Daret	0382331015		Inconnu	62			Groupe: Maison de Retraite J.F. Fidry | Finess: 540002581 | Lits: 62 | Hébergement min: 2 304,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Labry	Grand Est	France
ehpad-residence-monseigneur-bardonne	EHPAD Résidence Monseigneur Bardonne	Groupe		Premier contact	1 rue Jean-Sébastien Bach	0326643475		Inconnu	52			Groupe: Association de Gestion Jean Xxiii | Finess: 510003817 | Lits: 52 | Hébergement min: 2 745,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châlons-en-Champagne	Grand Est	France
ehpad-de-saint-genest	EHPAD de Saint-Genest	Groupe		Premier contact	5 rue de la Chapelle	0329384200		Inconnu	63			Groupe: Association Saint-Jean | Finess: 880781091 | Lits: 63 | Hébergement min: 2 250,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Genest	Grand Est	France
ehpad-jean-jaures	EHPAD Jean Jaurès	Groupe		Premier contact	24 avenue Jean Jaurès	0324339620		Inconnu	69			Groupe: Centre Hospitalier Intercommunal Nord-Ardennes | Finess: 80007735 | Lits: 69 | Hébergement min: 2 028,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Charleville-Mézières	Grand Est	France
ehpad-residence-henry-jungck-moosch	EHPAD Résidence Henry Jungck Moosch	Groupe		Premier contact	18 rue du Général de Gaulle	0389823453		Inconnu	66			Groupe: Fondation Saint-Sauveur | Finess: 680011442 | Lits: 66 | Hébergement min: 2 120,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.fondationsaintsauveur.fr/	EHPAD	Inconnu	1	Moosch	Grand Est	France
